0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
187.21,19.987,36.334,36.334,66.334,66.334,88.813,977.17,977.17,81.323,81.323,81.323,81.323,81.323,81.323,20.026,20.026,137.87,98.485,137.87,98.485,137.87,67.305,137.87,67.305,137.87,67.305,137.87,100.02,137.87,100.02,488.56,100.02,137.87,106.83,137.87,106.83,137.87,106.83,360.02,19.993,488.56,488.56,488.56,977.17,360.02,360.02,360.02
190.8,19.986,37.56,37.56,76.874,76.874,76.874,1169.2,1150.6,62.365,62.365,62.365,62.365,62.365,62.365,62.365,62.365,134.9,101.04,134.9,101.04,134.9,87.854,134.9,87.854,134.9,87.854,134.9,87.854,134.9,87.854,246.22,87.854,246.22,87.854,104.45,72.746,104.45,72.746,104.45,72.746,444.53,444.53,732.66,732.66,479.47,479.47,479.47
194.41,19.985,36.928,36.928,59.6,59.6,59.6,1135.5,1135.5,77.725,77.725,77.725,77.725,77.725,77.725,20.03,20.03,127.41,99.618,127.41,99.618,127.41,72.059,127.41,72.059,127.41,72.059,127.41,72.059,234.28,72.059,234.28,116.61,117,116.61,117,116.61,117,116.61,117,19.993,581.83,581.83,581.83,581.83,469.38,469.38,469.38
198,19.984,38.05,38.05,55.228,55.228,55.228,1124.7,1124.7,81.945,81.945,81.945,81.834,81.834,81.834,20.032,20.032,137.64,101.79,137.64,101.79,137.64,72.879,137.64,72.879,137.64,72.879,137.64,72.879,137.64,72.879,150.82,114.27,137.64,114.27,150.82,114.27,150.82,114.27,150.82,19.993,560.17,560.17,560.17,560.17,483.1,483.1,483.1
201.6,19.982,37.839,37.839,57.78,57.78,57.78,1124.7,1124.7,93.583,93.583,93.583,93.583,53.151,53.151,53.151,53.151,137.78,81.22,137.78,81.22,127.03,81.22,127.03,81.22,127.03,81.22,127.03,81.22,127.03,81.22,246.74,98.661,127.03,98.661,246.74,98.661,67.685,98.661,67.685,98.661,429.74,429.74,765.77,765.77,477.63,477.63,477.63
205.21,19.979,19.979,55.394,55.394,55.394,55.394,1137.9,1137.9,109.11,74.688,74.688,74.688,74.688,52.359,52.359,20.03,141.99,101.03,141.99,101.03,141.99,87.263,141.99,87.263,141.99,87.263,141.99,87.263,141.99,87.263,453.5,87.263,141.99,87.263,102.89,74.514,102.89,74.514,102.89,74.514,453.5,453.5,811.66,811.66,489.68,489.68,489.68
208.81,32.081,32.081,32.081,61.046,61.046,67.221,943.86,943.86,86.737,86.737,86.737,38.453,86.737,86.737,38.453,38.453,133.58,100.33,133.58,100.33,133.58,67.409,133.58,67.409,133.58,67.409,133.58,67.409,133.58,119.3,161.58,119.3,133.58,107.21,161.58,107.21,161.58,107.21,161.58,19.99,447.6,447.6,943.86,943.86,464.71,464.71,464.71
212.4,31.743,31.743,31.743,60.122,60.122,67.722,1074.5,1074.5,80.138,80.138,80.138,79.768,79.768,52.046,52.046,20.005,141.03,100.08,141.03,100.08,141.03,88.659,141.03,88.659,141.03,88.659,141.03,88.659,141.03,88.659,157.71,88.659,141.03,88.659,157.71,76.062,157.71,76.062,157.71,76.062,537.47,537.47,537.47,569.31,569.31,569.31,569.31
216.01,31.796,31.796,31.796,62.941,62.941,62.941,1153.3,1153.3,82.551,82.551,82.551,82.551,82.551,82.551,20.018,20.018,153.1,98.919,153.1,98.919,133.93,71.185,133.93,71.185,133.93,71.185,133.93,71.185,133.93,71.185,240.31,114.77,133.93,114.77,240.31,114.77,68.286,114.77,68.286,19.99,637.5,637.5,637.5,637.5,492.38,492.38,492.38
219.6,47.493,47.493,47.493,47.493,47.493,47.493,1102.3,1102.3,80.746,80.746,80.746,80.746,80.746,80.746,20.022,20.022,145.89,99.238,145.89,99.238,135.49,71.298,135.49,71.298,135.49,71.298,135.49,71.298,135.49,71.298,240.24,116.62,135.49,116.62,240.24,116.62,68.773,116.62,68.773,19.99,478.65,478.65,785.77,785.77,474.93,474.93,474.93
223.2,19.986,19.986,62.934,62.934,62.934,62.934,1137.7,1137.7,77.795,77.795,77.795,78.8,78.8,78.8,20.013,20.013,142.19,101.27,142.19,101.27,142.19,68.312,142.19,68.312,142.19,68.312,142.19,68.312,142.19,112.06,154.21,112.06,142.19,112.06,154.21,105.14,154.21,105.14,154.21,19.99,545.97,545.97,545.97,569.17,569.17,569.17,569.17
226.81,31.016,31.016,31.016,60.648,60.648,60.648,1166.2,1166.2,79.717,79.717,79.717,79.86,79.86,53.693,53.693,20.024,150.59,83.351,150.59,83.351,134.5,83.351,134.5,83.351,134.5,83.351,134.5,83.351,134.5,83.351,248.82,94.457,134.5,94.457,248.82,94.457,70.063,94.457,70.063,94.457,610.71,610.71,610.71,610.71,477.96,477.96,477.96
230.41,46.575,46.575,46.575,46.575,46.575,46.575,1124.8,1124.8,80.232,80.232,80.232,77.557,77.557,55.113,55.113,20.044,132.37,103.58,132.37,103.58,132.37,88.099,132.37,88.099,132.37,88.099,132.37,88.099,214.3,88.099,214.3,88.099,113.18,88.099,113.18,73.822,113.18,73.822,113.18,73.822,444.02,444.02,804.17,804.17,456.48,456.48,456.48
234.01,20.004,20.004,63.55,63.55,63.55,63.55,928.9,928.9,80.29,75.589,75.589,74.95,74.95,74.95,20.029,20.029,133.63,101.12,133.63,101.12,133.63,92.426,133.63,92.426,133.63,92.426,133.63,92.426,227.17,92.426,227.17,92.426,110.92,92.426,110.92,92.426,110.92,52.189,110.92,52.189,469.64,469.64,928.9,928.9,468.97,468.97,468.97
237.6,48.11,48.11,48.11,48.11,48.11,48.11,1119.9,1119.9,61.654,61.654,61.654,61.654,61.654,61.654,61.654,61.654,137.13,102.65,137.13,102.65,137.13,68.933,137.13,68.933,263.63,68.933,215.56,81.686,215.56,81.686,215.56,119.95,115.92,119.95,115.92,102.16,115.92,102.16,115.92,19.99,263.63,721.39,721.39,721.39,509.82,509.82,509.82
241.21,30.189,30.189,30.189,90.63,90.63,90.63,1141,1141,81.538,81.538,81.538,81.538,81.538,81.538,20.008,20.008,147.62,80.763,147.62,80.763,132.5,80.763,132.5,80.763,132.5,80.763,132.5,80.763,132.5,80.763,316.94,95.049,171.19,95.049,171.19,95.049,66.745,95.049,66.745,95.049,453.93,453.93,769.7,769.7,491.02,491.02,491.02
244.8,20.009,36.884,36.884,64.14,64.14,64.14,1073.2,1073.2,80.184,80.184,80.184,80.184,80.184,80.184,20.01,20.01,151.65,80.925,151.65,80.925,138.75,80.925,138.75,80.925,138.75,80.925,138.75,80.925,138.75,80.925,256.49,95.041,138.75,95.041,256.49,95.041,70.448,95.041,70.448,95.041,494.38,494.38,802.04,802.04,499.42,499.42,499.42
248.4,42.63,42.63,42.63,42.63,42.63,102.92,1144.7,1144.7,102.92,66.313,66.313,66.313,66.313,66.313,66.313,66.313,160.26,104.25,160.26,104.25,142.31,72.359,142.31,72.359,142.31,72.359,142.31,72.359,142.31,72.359,164.52,116.19,142.31,116.19,164.52,116.19,164.52,116.19,164.52,19.99,471.98,471.98,802.15,802.15,574.64,459.46,459.46
252,31.891,31.891,31.891,76.281,76.281,76.281,1129.3,1129.3,87.189,81.834,81.834,81.834,81.834,81.834,20.023,20.023,137.32,104.7,137.32,104.7,137.32,69.408,137.32,69.408,137.32,69.408,137.32,69.408,137.32,118.98,151.84,118.98,137.32,112.75,151.84,112.75,151.84,112.75,151.84,19.99,636.89,636.89,636.89,636.89,477.9,477.9,477.9
